영업상태명,상세영업상태코드,상세영업상태명,전화번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y),점포구분명
영업/정상,1,정상영업,02 6346460,서울특별시 구로구 구로동 614번지 33  호   ,서울특별시 구로구 구로동 614번지 33  호   ,,라이프공구종합상가,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 6170617,서울특별시 구로구 고척동 50번지 48  호   ,서울특별시 구로구 고척동 50번지 48  호   ,,고척시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 8551036,서울특별시 구로구 구로동 169번지 2   호   ,서울특별시 구로구 구로동 169번지 2   호   ,,배영설비(주),그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 6136162,서울특별시 구로구 개봉동 324번지 1   호   ,서울특별시 구로구 개봉동 324번지 1   호   ,,개봉중앙시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,226172661,서울특별시 구로구 개봉동 361번지 1   호   ,서울특별시 구로구 개봉동 361번지 1   호   ,,개봉제일시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 2681-1133,서울특별시 구로구 고척동 103번지 4호,서울특별시 구로구 중앙로3길 50 (고척동 고척산업용품종합상가),8225,고척산업용품상가,그 밖의 대규모점포,187619.597,444186.9231,대규모점포
영업/정상,1,정상영업,02 8613891,서울특별시 구로구 구로동 685번지 140호   ,서울특별시 구로구 구일로10길 93 (구로동),,사모아종합상가,그 밖의 대규모점포,189052.1018,443748.2793,
영업/정상,1,정상영업,226330081,서울특별시 구로구 구로동 604번지 1   호   ,서울특별시 구로구 구로동 604번지 1   호   ,,서울구로기계공구상가,그 밖의 대규모점포,,,
영업/정상,1,정상영업,226310460,서울특별시 구로구 구로동 636번지 62  호   ,서울특별시 구로구 구로동 636번지 62  호   ,,공구상가일번지,그 밖의 대규모점포,,,
영업/정상,1,정상영업,226171237,서울특별시 구로구 고척동 73번지 3   호,서울특별시 구로구 경인로 393-7 (고척동 123전자타운),152722,일이삼전자타운,그 밖의 대규모점포,187826.6982,443925.5247,대규모점포
영업/정상,1,정상영업,2686-9982,서울특별시 구로구 오류동 47번지 1호,서울특별시 구로구 경인로 192 (오류동),,삼익쇼핑센타,쇼핑센터,186015.7384,443657.6143,대규모점포
영업/정상,1,정상영업,2625-2631,서울특별시 구로구 구로동 1258번지,서울특별시 구로구 경인로53길 15 (구로동),,중앙유통단지,그 밖의 대규모점포,188840.5159,444306.7711,대규모점포
영업/정상,1,정상영업,2633-0081,서울특별시 구로구 구로동 604번지 1호,서울특별시 구로구 구로중앙로 198 (구로동),152864,서울구로기계공구상가,그 밖의 대규모점포,189277.7617,444671.5517,대규모점포
영업/정상,1,정상영업,2634-6460,서울특별시 구로구 구로동 614번지 33호,서울특별시 구로구 구로중앙로 237 (구로동),,라이프공구상가,그 밖의 대규모점포,188907.9661,444898.3676,대규모점포
영업/정상,1,정상영업,2681-1364,서울특별시 구로구 고척동 103번지 4호,서울특별시 구로구 경인로43길 42 (고척동 고척산업용품상가),152757,고척산업용품상가,복합쇼핑몰,187619.597,444186.9231,대규모점포
영업/정상,1,정상영업,02-2619-8068,서울특별시 구로구 고척동 269번지 1호,서울특별시 구로구 고척로40길 19 (고척동),,개봉프라자,시장,186769.6169,444433.2216,대규모점포
영업/정상,1,정상영업,02   4528140,서울특별시 구로구 고척동 50번지 48호,서울특별시 구로구 중앙로 64 (고척동),152824,고척스카이프라자,그 밖의 대규모점포,187798.8693,444629.7048,대규모점포
영업/정상,1,정상영업,2683-8792,서울특별시 구로구 개봉동 361번지 1호,서울특별시 구로구 개봉로3길 51 (개봉동),,개봉제일시장,그 밖의 대규모점포,186968.2885,442651.9078,대규모점포
영업/정상,1,정상영업,380-5234,서울특별시 구로구 구로동 3번지 25호 외 31필지,서울특별시 구로구 새말로 97 (구로동외 31필지),,(주) 이마트 신도림점,대형마트,190232.5245,444978.6827,대규모점포
영업/정상,1,정상영업,852-7550,서울특별시 구로구 구로동 501번지,서울특별시 구로구 구로중앙로 134 (구로동),,나인스에비뉴,그 밖의 대규모점포,189682.7994,444193.86,대규모점포
영업/정상,1,정상영업,8373764,서울특별시 구로구 구로동 685번지 140호,서울특별시 구로구 구일로10길 93 (구로동),,사모아종합상가,그 밖의 대규모점포,189052.1018,443748.2793,대규모점포
영업/정상,1,정상영업,3424-7800,서울특별시 구로구 구로동 3번지 25호 외 31필지,서울특별시 구로구 새말로 97 (구로동외 31필지),,신도림 테크노마트,그 밖의 대규모점포,190232.5245,444978.6827,대규모점포
영업/정상,1,정상영업,2009-10011051,서울특별시 구로구 구로동 188번지 26호,서울특별시 구로구 디지털로32길 43 (구로동),,(주)이마트 구로점,대형마트,190901.9779,442466.8134,대규모점포
영업/정상,1,정상영업,02 8542709,서울특별시 구로구 구로동 736번지 1   호   ,서울특별시 구로구 구로동 736번지 1   호   ,,구로시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,226113888,서울특별시 구로구 오류동 38번지 7   호   ,서울특별시 구로구 오류동 38번지 7   호   ,,오류시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,234165282,서울특별시 구로구 신도림동 692번지,서울특별시 구로구 경인로 662 (신도림동),152888,주식회사 현대백화점 디큐브시티,백화점,190107.0454,445157.6264,대규모점포
영업/정상,1,정상영업,02-352-8546,서울특별시 은평구 신사1동 20번지 7호,서울특별시 은평구 갈현로 10 (신사동),,홈플러스(주)익스프레스 신사점,그 밖의 대규모점포,192012.2086,455177.7045,
영업/정상,1,정상영업,226177914,서울특별시 구로구 고척동 83번지 6호,서울특별시 구로구 중앙로3길 49 (고척동),,동국종합상가,그 밖의 대규모점포,187718.8012,444056.9968,대규모점포
영업/정상,1,정상영업,2631-0460,서울특별시 구로구 구로동 636번지 62호,서울특별시 구로구 경인로54길 4 (구로동),,공구상가일번지,그 밖의 대규모점포,189134.1545,444274.7299,대규모점포
영업/정상,1,정상영업,2617-1237,서울특별시 구로구 고척동 73번지 3호,서울특별시 구로구 경인로 393-7 (고척동),,일이삼전자타운,그 밖의 대규모점포,187826.6982,443925.5247,대규모점포
영업/정상,1,정상영업,530-5802,서울특별시 서초구 잠원동 70번지 5호 뉴코아백화점빌딩,서울특별시 서초구 잠원로 37-6 (잠원동 뉴코아백화점빌딩),137711,뉴코아백화점,백화점,200367.985,445207.6635,
휴업,2,휴업처리,02 8181000,서울특별시 구로구 구로동 573호   ,서울특별시 구로구 구로중앙로 152 (구로동),,애경백화점,백화점,189570.3609,444336.0513,
휴업,2,휴업처리,02 6177914,서울특별시 구로구 고척동 83번지 6호   ,서울특별시 구로구 중앙로3길 49 (고척동),,동국종합상가,그 밖의 대규모점포,187718.8012,444056.9968,
휴업,2,휴업처리,02  26392500,서울특별시 구로구 구로동 636번지 89호   ,서울특별시 구로구 경인로 482 (구로동),,롯데마트 구로점,대형마트,188669.4844,444010.7384,
휴업,2,휴업처리,02  26392500,서울특별시 구로구 구로동 636번지 89호   ,서울특별시 구로구 경인로 482 (구로동),,롯데마트 구로점,대형마트,188669.4844,444010.7384,
휴업,2,휴업처리,02  769 5828,서울특별시 구로구 구로동 636번지 89호   ,서울특별시 구로구 경인로 482 (구로동),,비엔큐홈(구로점),대형마트,188669.4844,444010.7384,
휴업,2,휴업처리,02 701 1137,서울특별시 구로구 고척동 75번지 1호   ,서울특별시 구로구 중앙로1길 42 (고척동),,일이삼전자타운,그 밖의 대규모점포,187756.9195,443962.8327,
휴업,2,휴업처리,02 6869982,서울특별시 구로구 오류동 47번지 1   호,,,삼익쇼핑센터,쇼핑센터,186015.7384,443657.6143,대규모점포
휴업,2,휴업처리,226252631,서울특별시 구로구 구로동 1258호   ,서울특별시 구로구 경인로53길 15 (구로동),,중앙유통단지,그 밖의 대규모점포,188840.5159,444306.7711,
휴업,2,휴업처리,,서울특별시 구로구 구로동 188번지 26호   ,서울특별시 구로구 디지털로32길 43 (구로동),,(주)신세계이마트구로점,대형마트,190901.9779,442466.8134,
휴업,2,휴업처리,,서울특별시 구로구 구로동 188번지 26호   ,서울특별시 구로구 디지털로32길 43 (구로동),,(주)신세계이마트구로점,대형마트,190901.9779,442466.8134,
휴업,2,휴업처리,02 26042001,서울특별시 구로구 고척동 76번지 41호   ,서울특별시 구로구 중앙로1길 36 (고척동),,이천일아울렛구로점,그 밖의 대규모점포,187785.8405,443997.1359,
폐업,3,폐업처리,02  26392500,서울특별시 구로구 구로동 636번지 89호 롯데마트 지하1층,서울특별시 구로구 경인로 482 (구로동롯데마트 지하1층),,롯데쇼핑(주) TRU구로점,전문점,188669.4844,444010.7384,대규모점포
폐업,3,폐업처리,02818 0812,서울특별시 구로구 구로동 573번지,서울특별시 구로구 구로중앙로 152 (구로동),,AK PLAZA,백화점,189570.3609,444336.0513,대규모점포
영업/정상,BBBB,,,서울특별시 구로구 구로동 188번지 26  호   ,,,이마트구로점,대형마트,,,
영업/정상,1,정상영업,02-809-7530,서울특별시 금천구 독산동 291번지 5호,서울특별시 금천구 시흥대로 399 (독산동),,시티렉스,쇼핑센터,190858.6495,440808.5413,대규모점포
영업/정상,1,정상영업,776-7049,서울특별시 금천구 독산동 957번지,서울특별시 금천구 남부순환로120길 23 (독산동),,푸른터시장,그 밖의 대규모점포,191210.5177,441768.8339,
영업/정상,1,정상영업,02-808-1522,서울특별시 금천구 시흥동 984번지,서울특별시 금천구 시흥대로 97 (시흥동 시흥유통상가),8639,시흥산업용재유통센터,그 밖의 대규모점포,191226.2874,437914.063,대규모점포
영업/정상,1,정상영업,02-2109-7013,서울특별시 금천구 가산동 60번지 20호,서울특별시 금천구 벚꽃로 266 (가산동),,마리오아울렛 3관,쇼핑센터,189759.7131,441814.1159,
영업/정상,1,정상영업,02 8060123,서울특별시 금천구 시흥동 1002번지 1호   ,서울특별시 금천구 시흥대로47길 43 (시흥동),,럭키남서울상가,그 밖의 대규모점포,191026.6372,438701.2056,
영업/정상,1,정상영업,02 8057180,서울특별시 금천구 시흥동 966호,서울특별시 금천구 시흥대로 46 (시흥동),,시흥중앙철재상가,그 밖의 대규모점포,191390.7851,437280.5742,대규모점포
영업/정상,1,정상영업,02-2136-2233,서울특별시 금천구 가산동 60번지 8호,서울특별시 금천구 디지털로10길 9 (가산동),153801,현대아울렛,쇼핑센터,190119.4634,441716.6846,
영업/정상,1,정상영업,02-2109-7000,서울특별시 금천구 가산동 60번지 22호,서울특별시 금천구 디지털로 185 (가산동),153801,마리오아울렛 1관,쇼핑센터,189943.2343,441784.2475,
영업/정상,1,정상영업,02 8081522,서울특별시 금천구 시흥동 984번지 6호   ,서울특별시 금천구 시흥대로 109 (시흥동),,시흥산업용재유통센타,그 밖의 대규모점포,191384.6063,437986.9408,
영업/정상,1,정상영업,02 8934527,서울특별시 금천구 독산동 293번지 5호   ,서울특별시 금천구 범안로 1209 (독산동),,유창상가,그 밖의 대규모점포,190771.5956,440515.669,
영업/정상,1,정상영업,02  21458500,서울특별시 금천구 독산동 295번지 10  호 외 5,서울특별시 금천구 두산로 71 (독산동),153813,롯데쇼핑(주) VIC 마켓 금천점,대형마트,190704.9043,440940.3844,대규모점포
영업/정상,1,정상영업,02 8034878,서울특별시 금천구 시흥동 884번지 5호   ,서울특별시 금천구 시흥대로52길 70 (시흥동),,대명합동시장,그 밖의 대규모점포,191262.6214,439137.9921,
영업/정상,1,정상영업,226708832,서울특별시 영등포구 영등포동 618번지 496호,서울특별시 영등포구 영등포동 618번지 496호,,롯데백화점 영등포점,백화점,191741.3458,445970.3076,대규모점포
영업/정상,1,정상영업,02-3397-3000,서울특별시 금천구 가산동 60번지 19호,서울특별시 금천구 벚꽃로 278 (가산동),153801,롯데쇼핑(주) 아울렛 가산점,쇼핑센터,189722.1785,441920.9728,대규모점포
영업/정상,1,정상영업,02-3440-2254,서울특별시 금천구 독산동 1150번지 금천롯데캐슬골드파크2차,서울특별시 금천구 벚꽃로 30 (독산동 금천롯데캐슬골드파크2차),8608,롯데캐슬 골드파크 2차 마르쉐도르,그 밖의 대규모점포,190567.4183,439569.4015,대규모점포
영업/정상,1,정상영업,221458000,서울특별시 금천구 독산동 441번지 14호,서울특별시 금천구 독산동 441번지 14호,,롯데쇼핑(주) 금천 독산점,쇼핑센터,190800.1502,439777.6612,대규모점포
영업/정상,1,정상영업,02-3440-2254,서울특별시 금천구 독산동 1156번지 금천롯데캐슬골드파크4차,서울특별시 금천구 시흥대로 315 금천롯데캐슬골드파크4차 (독산동),8608,롯데캐슬 골드파크 4차 마르쉐도르 960,그 밖의 대규모점포,,,대규모점포
휴업,2,휴업처리,02868 9727,서울특별시 금천구 독산동 988번지 7호 외 27  ,서울특별시 금천구 시흥대로142길 24 (독산동외 27),,남문시장,그 밖의 대규모점포,191127.424,441203.92,
휴업,2,휴업처리,02855 5645,서울특별시 금천구 시흥동 879호 외 87필지  ,서울특별시 금천구 시흥대로62길 18 (시흥동외 87필지),,현대시장,그 밖의 대규모점포,191224.6074,439247.719,
휴업,2,휴업처리,230161500,서울특별시 금천구 시흥동 992번지 47호 외 1  ,서울특별시 금천구 시흥대로 201 (시흥동외 1),,(주)이랜드리테일 홈에버 시흥점,대형마트,191152.4326,438865.1607,
폐업,3,폐업처리,895-8585,,서울특별시 금천구 독산로 210 (독산동),153832,홈플러스(주)익스프레스 독산점,구분없음,191290.5824,440402.0401,준대규모점포
폐업,3,폐업처리,802-5601,서울특별시 금천구 시흥5동 912번지 20호,서울특별시  금하로 720,153859,롯데쇼핑(주)롯데슈퍼 시흥점,구분없음,191917.4501,438699.7746,준대규모점포
폐업,3,폐업처리,28905015,서울특별시 금천구 시흥동 831번지 6호,서울특별시 금천구 금하로 705 (시흥동),,플라자 카멜리아,그 밖의 대규모점포,191823.0268,438834.3781,대규모점포
영업/정상,BBBB,,02 8035052,서울특별시 금천구 시흥동 831번지 6호   ,서울특별시 금천구 금하로 705 (시흥동),,시흥중앙시장,그 밖의 대규모점포,191823.0268,438834.3781,
영업/정상,1,정상영업,02-356-8545,서울특별시 은평구 불광1동 239번지 9호,서울특별시 은평구 불광로 121 (불광동),122856,홈플러스(주)익스프레스 불광점,그 밖의 대규모점포,194003.8839,457260.7365,
영업/정상,BBBB,,234598000,서울특별시 금천구 독산동 291번지 7호   ,서울특별시 금천구 시흥대로 391 (독산동),,삼성테스코(주)홈플러스 금천점,대형마트,190809.5078,440728.3823,
영업/정상,BBBB,,02  34598000,서울특별시 금천구 독산동 291번지 7호   ,서울특별시 금천구 시흥대로 391 (독산동),,삼성테스코(주)홈플러스 금천점,대형마트,190809.5078,440728.3823,
영업/정상,1,정상영업,02-2635-2040,서울특별시 영등포구 문래동3가 55호,서울특별시 영등포구 당산로 34 (문래동3가),150835,로데오 왁,전문점,190644.1207,446104.9252,대규모점포
영업/정상,1,정상영업,02-2630-2651,서울특별시 영등포구 양평동3가 65호,서울특별시 영등포구 선유로 156 (양평동3가),,코스트코 홀세일,대형마트,190408.5091,447298.0222,대규모점포
영업/정상,1,정상영업,02-2634-0602,서울특별시 영등포구 영등포동5가 18번지 1호,서울특별시 영등포구 영등포로 225 (영등포동5가),7250,영신상가,그 밖의 대규모점포,191691.1679,446411.0071,대규모점포
영업/정상,1,정상영업,21458178,,서울특별시 영등포구 선유로 138 (양평동3가),150103,롯데쇼핑(주) 롯데마트 양평점,대형마트,190352.3217,447095.6412,대규모점포
영업/정상,1,정상영업,226302653,서울특별시 영등포구 양평동3가 65호   ,서울특별시 영등포구 선유로 156 (양평동3가),,코스트코홀세일,그 밖의 대규모점포,190408.5091,447298.0222,
영업/정상,1,정상영업,226338050,서울특별시 영등포구 영등포동5가 20호   ,서울특별시 영등포구 영등포동5가 20호   ,,영등포지하상가,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 7824581,서울특별시 영등포구 여의도동 42번지 1   호   ,서울특별시 영등포구 여의도동 42번지 1   호   ,,한화스토아여의점,그 밖의 대규모점포,,,
영업/정상,1,정상영업,226308800,서울특별시 영등포구 당산동3가 2번지 7 호   ,서울특별시 영등포구 당산동3가 2번지 7 호   ,,홍익상가,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 8467747,서울특별시 영등포구 도림동 176호   ,서울특별시 영등포구 도림동 176호   ,,도림시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 6778490,서울특별시 영등포구 양평동1가 30호   ,서울특별시 영등포구 선유동1로 5 (양평동1가),,양남시장,그 밖의 대규모점포,190307.5283,446742.5563,
영업/정상,1,정상영업,02 8321752,서울특별시 영등포구 신길동 259호   ,서울특별시 영등포구 신길동 259호   ,,신동시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 8420003,서울특별시 영등포구 신길동 116번지 15호   ,서울특별시 영등포구 도신로60길 7 (신길동),,대신시장,그 밖의 대규모점포,192643.7024,445431.5209,
영업/정상,1,정상영업,02 8324617,서울특별시 영등포구 대림동 963호   ,서울특별시 영등포구 대림동 963호   ,,대림시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 8410508,서울특별시 영등포구 대림동 717호   ,서울특별시 영등포구 대림로29길 13 (대림동),,두암종합시장,그 밖의 대규모점포,190916.9114,443681.7667,
영업/정상,1,정상영업,02 6791134,서울특별시 영등포구 당산동1가 9번지 1   호   ,서울특별시 영등포구 당산동1가 9번지 1   호   ,,영등포농축수산물쎈타,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 6788817,서울특별시 영등포구 영등포동5가 20호   ,서울특별시 영등포구 영등포동5가 20호   ,,영등포역앞지하상가,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 6788586,서울특별시 영등포구 영등포동5가 20호   ,서울특별시 영등포구 영등포동5가 20호   ,,영등포로타리지하상가,그 밖의 대규모점포,,,
영업/정상,1,정상영업,226340536,서울특별시 영등포구 영등포동5가 20호   ,서울특별시 영등포구 영등포동5가 20호   ,,삼구시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,226354846,서울특별시 영등포구 영등포동5가 24호   ,서울특별시 영등포구 영등포로37길 4 (영등포동5가),,동남시장,그 밖의 대규모점포,191590.8783,446489.4195,
영업/정상,1,정상영업,226339047,서울특별시 영등포구 문래동3가 16호   ,서울특별시 영등포구 문래동3가 16호   ,,영일시장,그 밖의 대규모점포,,,
폐업,3,폐업처리,02 6767269,서울특별시 영등포구 양평동1가 247호,서울특별시 영등포구 영등포로 39 (양평동1가),,영등포기계상가,그 밖의 대규모점포,189877.0323,446801.7823,
영업/정상,1,정상영업,02-846-8547,,서울특별시 영등포구 여의대방로 65 (신길동),150860,홈플러스(주) 익스프레스 신길점,구분없음,192275.2997,443891.0734,
영업/정상,1,정상영업,02-2090-6133,서울특별시 영등포구 여의도동 22번지,서울특별시 영등포구 여의대로 108 (여의도동),7335,THE HYUNDAI SEOUL,백화점,193592.0004,447092.6294,
영업/정상,1,정상영업,928-1346,서울특별시 성북구 월곡2동 46번지 73호,서울특별시 성북구 화랑로 76 (하월곡동 코업스타클래스),136743,홈플러스 월곡점,대형마트,203502.0041,455500.569,
영업/정상,1,정상영업,02 21652510,서울특별시 영등포구 영등포동8가 62번지 1호,서울특별시 영등포구 영중로 125 (영등포동8가),150038,롯데쇼핑(주) VIC마켓 영등포점,대형마트,191503.3861,447289.5484,대규모점포
영업/정상,1,정상영업,,서울특별시 영등포구 여의도동 47번지 여의도자이(아) 지하 1층,서울특별시 영등포구 여의동로3길 10 (여의도동여의도자이(아) 지하 1층),,신세계 이마트 여의도점,대형마트,193393.0966,446218.4438,
영업/정상,1,정상영업,26382000,서울특별시 영등포구 영등포동4가 441번지 10호 타임스퀘어,서울특별시 영등포구 영중로 15 (영등포동4가),150798,타임스퀘어,쇼핑센터,191385.0574,446098.5559,대규모점포
영업/정상,1,정상영업,02-6333-5700,서울특별시 영등포구 여의도동 23번지,서울특별시 영등포구 국제금융로 10 (여의도동),150876,아이에프씨몰(IFC Mall),복합쇼핑몰,193326.931,446973.9146,대규모점포
영업/정상,1,정상영업,842-0008,서울특별시 영등포구 대림1동 909번지 2호,서울특별시 영등포구 신길로 41 (대림동),,썬프라자,쇼핑센터,191800.7282,443809.7739,대규모점포
영업/정상,1,정상영업,02-2280-1052,,서울특별시 영등포구 여의동로3길 10 (여의도동),150893,(주)이마트 여의도점,대형마트,193393.0966,446218.4438,대규모점포
휴업,2,휴업처리,02 7896052,서울특별시 영등포구 여의도동 60호   ,서울특별시 영등포구 63로 50 (여의도동),,63씨티,그 밖의 대규모점포,194632.5264,446401.9265,
휴업,2,휴업처리,237731342,서울특별시 영등포구 여의도동 20호   ,서울특별시 영등포구 여의대로 128 (여의도동),,(주)LG,그 밖의 대규모점포,193674.7437,447296.2263,
폐업,3,폐업처리,,서울특별시 영등포구 신길동 2363번지 메트하임,서울특별시 영등포구 신풍로 93 메트하임 (신길동),7392,메트하임,그 밖의 대규모점포,192558.2718,444233.8189,대규모점포
영업/정상,1,정상영업,02 3973445,서울특별시 종로구 종로1가 1번지,서울특별시 종로구 종로 1 (종로1가),110714,종로1번지아케이트,복합쇼핑몰,197993.9046,452032.9586,
영업/정상,1,정상영업,02-2609-2002,서울특별시 영등포구 대림동 717 대림동 쌍용 플래티넘-S,서울특별시 영등포구 대림로29길 13 (대림동 대림동 쌍용 플래티넘-S),7413,두암상가,그 밖의 대규모점포,190916.9114,443681.7667,
영업/정상,1,정상영업,930-8546,서울특별시 노원구 중계동 360번지 2호,서울특별시 노원구 중계로 225 (중계동),139860,홈플러스(주)익스프레스 중계점,구분없음,206490.2474,460830.6154,
영업/정상,1,정상영업,02-2063-2080,서울특별시 강서구 가양동 18번지 24호,서울특별시 강서구 양천로 431 (가양동 홈플러스),157800,홈플러스(주) 가양점,대형마트,186687.1318,451342.7735,
영업/정상,1,정상영업,226608121,서울특별시 강서구 등촌동 639번지 11호,서울특별시 강서구  화곡로  398 (등촌동),157840,홈플러스(주) 강서점,대형마트,187119.9482,450691.5932,
영업/정상,1,정상영업,8268545,서울특별시 동작구 상도4동 255번지 4호,서울특별시 동작구 성대로 43 (상도동),,홈플러스(주) 익스프레스 상도점,구분없음,194064.9941,444089.8383,
영업/정상,1,정상영업,226182080,서울특별시 구로구 신도림동 337번지 신도림1차푸르지오,서울특별시 구로구 경인로 661 신도림1차푸르지오 (신도림동),8208,홈플러스(주) 신도림점,대형마트,190005.1325,445250.5389,
폐업,3,폐업처리,02-2630-8800,서울특별시 영등포구 당산동3가 2번지 7호,,,코레일유통주식회사,그 밖의 대규모점포,191272.121,447064.8858,
폐업,3,폐업처리,02 834 8900,서울특별시 영등포구 신길동 254번지 1호,서울특별시 영등포구 신길로 155 (신길동),7387,(주)사러가,그 밖의 대규모점포,192041.0328,444884.8043,대규모점포
폐업,3,폐업처리,02 8348900,서울특별시 영등포구 신길동 255번지 9   호,서울특별시 영등포구 가마산로69가길 17 1층 (신길동),7387,(주)신영사러가,그 밖의 대규모점포,191994.5051,444933.1587,대규모점포
폐업,3,폐업처리,3667 8546,서울특별시 영등포구 양평동2가 29번지 23호,서울특별시 영등포구 영등포로 33 (양평동2가),150102,홈플러스(주) 익스프레스 양평점,대형마트,189785.7525,446796.8821,준대규모점포
취소/말소/만료/정지/중지,4,직권취소,02  26337338,서울특별시 영등포구 당산동 9번지 13호,,,에쉐르아이시네마쇼핑몰,쇼핑센터,,,
영업/정상,1,정상영업,02-823-5100,서울특별시 동작구 상도동 324번지 1호,서울특별시 동작구 상도로 102 (상도동 성대시장),7041,성대종합시장,그 밖의 대규모점포,193896.3848,444196.4848,대규모점포
영업/정상,1,정상영업,821-2166,서울특별시 동작구 흑석동 332번지,서울특별시 동작구 서달로 150 (흑석동),156070,해가든프라자,그 밖의 대규모점포,196587.0306,444939.4554,
영업/정상,1,정상영업,02-595-1234,서울특별시 동작구 사당동 147번지 29호 이수자이,서울특별시 동작구 사당로 300 (사당동 이수자이),7013,(주)이마트 이수점,복합쇼핑몰,198202.4725,442471.241,준대규모점포
영업/정상,1,정상영업,02-3476-2242,서울특별시 동작구 사당동 105번지 우성아파트3단지  제비101호,서울특별시 동작구 동작대로29길 119 (사당동),6990,(주)지에스리테일 GS수퍼 사당점,구분없음,197802.0549,443049.4715,준대규모점포
영업/정상,1,정상영업,02-816-8546,서울특별시 동작구 상도2동 414번지,서울특별시 동작구 만양로 26 (상도동),,홈플러스 익스프레스 상도2점,구분없음,195489.4234,444995.6756,준대규모점포
영업/정상,1,정상영업,3280-8545,서울특별시 동작구 상도동 530번지,서울특별시 동작구  양녕로  170 (상도동),156842,홈플러스 익스프레스 상도3점,구분없음,194941.0306,443848.079,준대규모점포
영업/정상,1,정상영업,2006-2156,서울특별시 동작구 상도동 531번지 상가2동 지상1층 101~105호,서울특별시 동작구 상도로 346-1 (상도동 상도엠코타운 센트럴파크),7039,(주)지에스리테일 상도 엠코타운점,구분없음,195585.914,443690.5954,준대규모점포
영업/정상,1,정상영업,02-3280-8899,,서울특별시 동작구 여의대방로 30 에이동동 101호 (신대방동 현대상가),7064,롯대슈펴 신대방점,그 밖의 대규모점포,192170.1558,443599.419,준대규모점포
휴업,2,휴업처리,02 8468258,서울특별시 동작구 신대방동 565호   ,서울특별시 동작구 여의대방로 22 (신대방동),,신대방우성상가,그 밖의 대규모점포,192113.2006,443344.3735,
영업/정상,1,정상영업,34818542,서울특별시 동작구 사당3동 252번지 22호,서울특별시 동작구 사당로 215 (사당동),,홈플러스(주) 익스프레스 남성점,복합쇼핑몰,197507.8344,442470.9296,
영업/정상,1,정상영업,02-,서울특별시 송파구 삼전동 9번지 제이 플레이스,서울특별시 송파구 백제고분로 207 (삼전동 제이 플레이스),5605,홈플러스 익스프레스 삼전역점,구분없음,207875.5963,444672.586,
휴업,2,휴업처리,02 5481448,서울특별시 동작구 노량진동 16번지 0001호   ,,,서울노량진종합시장,그 밖의 대규모점포,194571.1524,445790.5499,
휴업,2,휴업처리,02 5481448,서울특별시 동작구 노량진동 13번지 0008호   ,,,서울노량진종합시장,그 밖의 대규모점포,194807.8453,445901.4134,
폐업,3,폐업처리,02-812-5601,서울특별시 동작구 상도동 188번지 14호,서울특별시 동작구 상도로 147 (상도동),,롯데쇼핑(주) 롯데슈퍼 상도3동점,복합쇼핑몰,194250.71,444556.4252,준대규모점포
폐업,3,폐업처리,22905853,서울특별시 동작구 사당1동 1042번지 19호,서울특별시 동작구 동작대로 9 (사당동),,롯데쇼핑(주)롯데슈퍼 사당점,그 밖의 대규모점포,198259.0425,441696.1456,준대규모점포
영업/정상,5,영업개시전,2006-2676,서울특별시 동작구 사당동 136번지 1호,서울특별시 동작구 동작대로 115 (사당동),156092,(주) GS리테일 GS수퍼 사당태평점,구분없음,198303.5271,442742.4229,준대규모점포
영업/정상,1,정상영업,02-865-7577,,서울특별시 관악구 조원로16길 27 (신림동),151015,신림중앙시장,시장,192096.3496,442339.2136,대규모점포
영업/정상,1,정상영업,02-889-8188,서울특별시 관악구 대학동 1523번지,서울특별시 관악구 신림로23길 16 (신림동),151015,일성트루엘상가,그 밖의 대규모점포,194203.8252,441229.9292,대규모점포
영업/정상,1,정상영업,02  2006 2156,,서울특별시 관악구 청림6길 3 110113호 (봉천동 관악푸르지오 상가),151050,(주)지에스리테일 관악 봉천점,구분없음,196384.5443,442822.9803,준대규모점포
영업/정상,1,정상영업,28531866,,서울특별시 관악구 난곡로26길 4 (신림동),151015,우림시장,그 밖의 대규모점포,192893.3475,440903.8196,대규모점포
영업/정상,1,정상영업,02-885-4579,서울특별시 관악구 봉천동 10번지 4호 외14필지,서울특별시 관악구 청림3길 10 (봉천동),151803,관악쇼핑,그 밖의 대규모점포,196338,442951,대규모점포
